taxon_name	MID26	MID27	MID28	MID29	MID30	MID32	MID33	MID34	MID35	MID36	MID37	MID38	MID39	MID40	MID41	MID42	MID43
DQ809635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DQ794916	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0
DQ809636	26	0	35	2	0	0	3	0	0	0	0	26	0	2	9	103	0
DQ804838	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
DQ804839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU467387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ777901	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ372027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU655886	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
DQ804835	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DQ804836	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AY850451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ014996	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
EU774209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DQ793944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ799377	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU774207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ372023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU467716	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
AECU01000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU453643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ798610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ448243	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DQ794753	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
DQ794752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ448246	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ800335	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
DQ805122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF434344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ795088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ794622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ247740	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DQ794627	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EU773969	26	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0
EU778553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ806474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793780	0	304	119	14	0	0	0	0	0	0	0	0	0	0	0	0	0
AB076660XXXX	217	182	246	248	212	214	122	228	313	221	310	125	293	265	314	97	125
AAXA02000007	13	0	0	14	0	19	0	0	2	3	0	1	0	0	13	0	0
EU462761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ795085	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DQ809120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF419368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ805651	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ824471	0	0	0	2	0	0	0	0	0	0	0	1	0	0	13	0	0
DQ809128	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
HQ765028	0	0	0	0	0	0	1	0	11	55	0	0	12	1	4	0	0
DQ809186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU765360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807871	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807870	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807872	303	3	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DQ799555	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HQ766200	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
DQ799557	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU767992	14494	5108	4605	1179	10533	11	0	0	0	0	18	1	3	1	0	3	0
DQ799551	4	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
DQ799552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ795406	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	4	0
DQ810073	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
EU773819	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
DQ806058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ806059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801550	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DQ794137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU776860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF098738	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DQ795881	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EU762656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU762127	0	3	4	3	9	0	0	0	0	0	0	0	0	0	0	0	0
DQ795666	100	0	0	0	0	40	2	0	0	0	0	18	26	3	0	0	0
DQ807891	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ761962	91	6	0	60	0	128	0	0	0	0	0	16	81	0	0	0	0
DQ807895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ806275	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ802026	286	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU773490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ795399	9	0	24	0	0	0	1	0	0	0	0	1	0	0	0	2	0
GQ898691	65	0	0	0	0	0	0	0	14	36	0	294	113	1	1063	27	0
DQ806278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ267973	0	850	103	118	71	224	114	48	838	2	449	25	139	0	956	587	0
DQ807851	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DQ808862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU765284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ808866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABIK02000013	9	155	287	489	88	53	133	0	17	6	4	48	270	8	830	27	0
DQ794777	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AY991927	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
EU535895	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ796846	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ366634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ764867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ799171	13	0	0	6	0	0	0	0	47	1	0	1	125	0	45	7	0
AY850433	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
DQ807091	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
EU939391	0	106	55	304	257	0	0	0	0	0	4	0	0	0	0	1	0
DQ798609	0	3	4	22	0	0	0	0	0	0	0	10	0	0	0	0	0
DQ796445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807098	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
DQ805081	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ802118	0	0	0	0	0	0	0	0	14	0	0	41	3	0	0	0	0
FJ368677	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HQ761492	0	3	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0
GU561308	0	6	4	3	2	0	0	0	0	0	0	0	3	0	22	0	0
GU179917	4	49	140	118	66	21	51	0	20	10	1	41	84	6	229	17	0
DQ802113	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EU773564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ802116	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EU462904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU766033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ370254	204	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
FJ558207	0	6	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0
EF404345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807659	17	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0
HQ751773	0	0	0	0	0	3	0	0	0	0	0	48	209	1	0	0	0
JQ085658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ139144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ797759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ797005	74	0	4	3	9	0	0	0	2	0	0	0	0	0	0	0	0
FJ362626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU763523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE604334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU767291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793544	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
EU774937	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GQ133496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793548	0	0	0	0	0	0	0	0	0	0	0	18	44	5	4	0	0
EU762830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ794355	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
FJ368705	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801243	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0
HQ761768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU766108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU451025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DQ809932	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ800844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
EU766101	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
DQ806139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU766105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ365054	26	0	0	0	0	13	0	0	0	0	0	22	46	0	0	0	0
DQ802599	4	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ366509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF371803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF371804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ134910	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU764163	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ803972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY916297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY916295	13	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
DQ799953	0	0	0	0	0	0	1	0	8	7	0	1	3	1	0	0	0
EU762361	0	0	0	0	0	0	0	0	2	0	0	1	6	0	0	0	0
DQ799956	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0
EU765898	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FJ366165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ798095	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ808587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ825329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ825328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU474348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU775530	204	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
DQ809805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ491483	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EU467701	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FJ370471	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
DQ797390	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
DQ905890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ797825	4	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
DQ905369	4	0	0	0	0	3	0	0	5	5	0	0	20	1	0	0	0
FJ558499	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
FJ362875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
DQ803886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM218712	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU460107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ825224	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
EU505157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU505150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FN563288	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0
DQ801954	9	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
DQ456148	0	0	7	0	14	0	0	0	0	0	0	9	0	0	0	0	0
AY916345	4	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0
EU475509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
FJ367169	26	0	0	0	0	3	0	0	98	0	0	0	9	3	0	0	0
DQ796717	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1265	0	0
DQ809880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY850405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ008637	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0
EF071283	0	0	0	0	0	0	0	0	0	0	0	23	2839	0	0	0	0
AF371590	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DQ798090	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ680241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ797661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU468088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ793530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ798212	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU767274	13	0	0	0	0	3	2	0	0	0	0	3	0	1	0	0	0
DQ798213	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ758048	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EF096508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
EU773343	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GQ449074	4	5007	8512	217	3	0	0	0	9	3	0	3	12	0	0	1	0
EU507365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ363281	87	0	0	0	2	393	0	0	47	0	0	0	0	1	0	0	0
EU451649	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EU775433	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DQ806560	4	0	0	0	0	11	0	0	2	0	0	0	0	0	3110	1	0
DQ801835	9	0	0	0	0	3	0	0	0	0	0	0	0	0	229	0	0
HM021515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801832	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ504499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ767656	78	103	612	519	2	16	21	1	403	937	4	66	467	22	462	9	0
DQ825134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ504885	22	0	0	0	0	0	0	0	0	0	0	22	64	0	0	0	0
FJ558274	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0
FN563350	4	36	68	14	2	0	0	0	569	671	5	35	209	122	13	0	0
DQ793538	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
DQ804536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ804531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ804530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ795486	0	0	18	1	0	0	6	0	0	0	0	3	0	0	4	3	0
DQ800055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ805861	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ800051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ905197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU461761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ800059	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ407310	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FJ674112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ366933	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
EU778165	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ805248	82	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ809025	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU467095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ808688	39	21	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
DQ809020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF604701	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0
DQ809022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DQ809023	247	0	17	0	0	5	0	0	0	0	0	0	0	0	0	0	0
DQ808513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY976056	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ492319	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0
DQ802761	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ367576	0	6	4	13	0	0	0	0	0	0	0	3	0	0	0	0	0
DQ808516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU771439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY244773	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EU771434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ507577	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EU778893	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN656706	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
JN656707	2688	0	0	3	0	14130	0	0	0	1	1	1	0	7	13	0	0
DQ800239	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0
DQ806910	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
EU463357	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DQ800057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ802765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801639	0	0	0	0	0	16	0	0	0	0	0	0	3	0	0	0	0
DQ801638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU765108	26	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ370819	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
DQ804223	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HQ768144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BABB01006600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ808199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ808194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU475236	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ806927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EF025267	0	88	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DQ794434	4	0	0	0	0	3	0	0	0	0	0	15	12	0	13	0	0
DQ805062	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
DQ794437	0	6	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
EU473175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ794928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU801745	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DQ800548	390	446	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
DQ824030	0	0	0	0	0	0	0	0	42	1	0	0	6	0	0	0	0
DQ809336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AY991714	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
DQ804823	0	6	382	3	2	0	0	0	0	0	0	0	0	0	0	0	0
DQ809547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ804820	0	3	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0
DQ809482	17	0	48	3	0	0	9	0	0	0	0	26	0	0	0	74	0
EF096725	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
FJ513005	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ809489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY862393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU778941	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
FJ510599	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
EU778942	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
EU775341	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ794885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ800306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
DQ794725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
FJ880194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU541438	0	0	0	0	0	0	0	0	13	0	0	1	189	0	18	0	0
DQ794720	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
GQ448253	0	3	0	0	0	0	0	0	0	0	0	15	3	0	4	0	0
DQ794656	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801305	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DQ806467	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EU467507	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
DQ824461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ805663	17	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
DQ673535	30	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
EU778236	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ368283	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
DQ808606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ810139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ809156	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ809150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ805461	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU765356	30	0	0	0	0	19	0	0	16	1	1	0	0	0	0	0	0
EU765352	0	0	0	0	0	85	0	0	2	0	0	1	9	4	0	0	0
DQ799548	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ795411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DQ799545	9	0	6	1	0	0	0	0	0	0	0	1	0	0	0	2	0
EU507204	0	70	15	2	0	0	0	0	0	0	0	3	0	0	0	0	0
FJ370078	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
DM464569	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EU774103	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU774102	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ810000	269	3	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
DQ793841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ810002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU774109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801017	17	0	0	3	0	0	0	0	25	0	0	3	32	0	27	5	0
DQ799381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ799380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ801545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ367597	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ799766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807312	4	0	0	0	0	77	0	0	2	0	0	0	0	0	0	0	0
AM693191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807314	0	0	0	0	0	0	0	0	5	28	0	0	15	0	0	0	0
DQ795892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ807319	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0
EU453839	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
EU773484	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
EU459317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ267980	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
DQ823763	9	0	7	0	0	0	0	0	0	0	0	1	0	0	0	5	0
EU772779	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
